批准文号,游戏名称,运营单位,批文日期
文网测字[2004]032号,墨香,上海腾武数码科技有限公司,2005-01-04
文网测字[2004]027号,轩辕剑网络版,北京国科华龙信息技术有限公司,2005-01-04
文网测字[2004]033号,仙境传说,北京龙图智库科技有限公司,2005-01-04
文网测字[2004]031号,彩虹冒险,成都欢乐数码信息技术有限公司,2004-12-30
文网测字[2004]030号,红宝石,广东鑫诺影视文化传播有限公司,2004-12-30
文网测字[2004]026号,星钻物语,上海米果在线信息服务有限公司,2004-12-16
文网测字[2004]028号,天堂Online,北京新浪互联信息服务有限公司,2004-12-16
文网测字[2004]025号,密传,四川公用信息产业有限公司,2004-12-07
文网测字[2004]024号,命运,四川公用信息产业有限公司,2004-12-07
文网测字[2004]023号,希望,北京光宇华夏科技有限公司,2004-12-01
文网测字[2004]021号,魔兽世界,上海久诚信息技术有限公司,2004-11-26
文网测字[2004]020号,传奇3G,广州光通通信发展有限公司,2004-10-25
文网测字[2004]018号,骑士在线,北京搜狐在线网络信息服务有限公司,2004-09-28
文网测字[2004]019号,神州天戈,万向通信有限公司,2004-09-28
文网测字[2004]017号,天翼之链,上海天纵网络有限公司,2004-09-28
文网进字[2004]004号,泡泡堂,上海盛大网络发展有限公司,2004-09-13
文网进字[2004]007号,真孔雀王,北京中天万方科技发展有限公司,2004-09-13
文网测字[2004]012号,热血传奇,上海盛大网络发展有限公司,2004-09-08
文网测字[2004]016号,大海战II,万向通信有限公司,2004-09-08
文网测字[2004]009号,冒险岛,上海盛大网络发展有限公司,2004-09-08
文网测字[2004]013号,破碎银河系,上海盛大网络发展有限公司,2004-09-08
文网测字[2004]014号,金庸群侠传,北京龙图智库科技有限公司,2004-09-08
文网测字[2004]010号,疯狂坦克2,上海盛大网络发展有限公司,2004-09-08
文网测字[2004]011号,奇迹,上海久诚信息技术有限公司,2004-09-08
文网测字[2004]008号,武林外史,上海盛大网络发展有限公司,2004-08-05
文网测字[2004]006号,开天,武汉怡采科技有限公司,2004-08-05
文网测字[2004]005号,破天一剑,中广亚广播信息网络有限公司,2004-07-12
文网测字[2004]002号,混乱冒险,北京神州橘子网络技术有限公司,2004-06-16
文网测字[2004]001号,精灵,广州网易计算机系统有限公司,2004-06-04
文网测字[2004]003号,凯旋,深圳市腾讯计算机系统有限公司,2004-06-04
文网测字[2004]015号,吞食天地,北京龙图智库科技有限公司,2003-09-08
